SurveyNumber,SurveyEffortKey,StrainCd,SurveyId,WaterBodyName,AgencyUnitName,SiteName,SurveyBeginTimestamp,Updated
6902,10,NHS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,10,NOP,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,10,SMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,BLG,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,CWS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,LMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,NOP,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,RKB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,11,YLB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,12,BLG,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,12,CWS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,12,NHS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,BLG,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,CCF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,GSF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,LMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,PSF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,13,YLB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,14,CCF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,14,CWS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,14,NOP,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,14,YLB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,15,CWS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,15,SMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,16,CCF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,16,NHS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,16,PSF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,16,RKB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,16,SMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,17,BCR,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,17,CCF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,17,LNG,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,17,RKB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,17,SMB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,18,CCF,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,18,NHS,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
6902,18,RKB,6982;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;16445;16446;16447;16448;16449;16450;16451;16452;16453;16454,NA,Southern Lake Michigan Management Unit,Downstream of Loomis Road;South Meridian Road ;Lanes Lake Drain Confluence;Faxon Creek Bend;Hart Branch Confluence;Franklin Street Boat Ramp;Quarry Road;Jones Road;West River Drive Boat Ramp;Erdman Road;Tompkins Road Boat Ramp;1.5 Miles below Saranac Bridge;Below Former Dimondale Dam Site;Smithville Road;Petrieville Highway;State Road;Below Moores Park Dam;Plaster Creek confluence;Honey Creek confluence;Island 2 miles upstream of M-45;Sessions Creek Confluence;144th Avenue;0.6 Miles below Portage River Confluence;Grand Woods Park,07/18/1978,
